US-2021-100006-CHO-TRI-54000,2021-09-07,3,10024,100006,40.7853393554688,-73.9713821411133,Wicked Choccy's,32.0761756896973,-81.0883712768555,719.600566269769,1
US-2021-100090-CHO-MIL-31000,2021-07-08,3,94122,100090,37.7611312866211,-122.484329223633,Wicked Choccy's,32.0761756896973,-81.0883712768555,2358.65677782054,1
US-2021-100279-CHO-SCR-58000,2021-03-10,2,48073,100279,42.5191917419434,-83.1643676757813,Lot's O' Nuts,32.881893157959,-111.768035888672,1689.23787474649,1
US-2021-100293-CHO-NUT-13000,2021-03-14,6,32216,100293,30.2789096832275,-81.5830535888672,Lot's O' Nuts,32.881893157959,-111.768035888672,1779.86570399168,1
US-2021-100328-CHO-MIL-31000,2021-01-28,1,10024,100328,40.7853393554688,-73.9713821411133,Wicked Choccy's,32.0761756896973,-81.0883712768555,719.600566269769,1
US-2021-100363-CHO-MIL-31000,2021-04-08,2,85301,100363,33.5321884155273,-112.178169250488,Wicked Choccy's,32.0761756896973,-81.0883712768555,1801.71431643951,1
US-2021-100363-CHO-SCR-58000,2021-04-08,3,85301,100363,33.5321884155273,-112.178169250488,Lot's O' Nuts,32.881893157959,-111.768035888672,50.8061277461755,1
US-2021-100391-CHO-TRI-54000,2021-05-25,2,10035,100391,40.7953796386719,-73.9296493530273,Wicked Choccy's,32.0761756896973,-81.0883712768555,721.434897807746,1
US-2021-100678-CHO-FUD-51000,2021-04-18,3,77095,100678,29.9083404541016,-95.6549224853516,Lot's O' Nuts,32.881893157959,-111.768035888672,971.273518985462,1
US-2021-100678-CHO-MIL-31000,2021-04-18,2,77095,100678,29.9083404541016,-95.6549224853516,Wicked Choccy's,32.0761756896973,-81.0883712768555,875.010934161245,1
US-2021-100678-CHO-NUT-13000,2021-04-18,3,77095,100678,29.9083404541016,-95.6549224853516,Lot's O' Nuts,32.881893157959,-111.768035888672,971.273518985462,1
US-2021-100678-CHO-TRI-54000,2021-04-18,3,77095,100678,29.9083404541016,-95.6549224853516,Wicked Choccy's,32.0761756896973,-81.0883712768555,875.010934161245,1
US-2021-100706-CHO-FUD-51000,2021-12-16,6,22153,100706,38.7444305419922,-77.2345123291016,Lot's O' Nuts,32.881893157959,-111.768035888672,1964.79856015512,1
US-2021-100706-CHO-TRI-54000,2021-12-16,2,22153,100706,38.7444305419922,-77.2345123291016,Wicked Choccy's,32.0761756896973,-81.0883712768555,509.179925607703,1
US-2021-100762-CHO-FUD-51000,2021-11-24,2,49201,100762,42.2521286010742,-84.3830108642578,Lot's O' Nuts,32.881893157959,-111.768035888672,1624.42156134212,1
US-2021-100762-CHO-MIL-31000,2021-11-24,3,49201,100762,42.2521286010742,-84.3830108642578,Wicked Choccy's,32.0761756896973,-81.0883712768555,725.995847903233,1
US-2021-100762-CHO-TRI-54000,2021-11-24,2,49201,100762,42.2521286010742,-84.3830108642578,Wicked Choccy's,32.0761756896973,-81.0883712768555,725.995847903233,1
US-2021-100853-CHO-FUD-51000,2021-09-14,2,60623,100853,41.8479309082031,-87.717529296875,Lot's O' Nuts,32.881893157959,-111.768035888672,1452.24113727315,1
US-2021-100853-CHO-SCR-58000,2021-09-14,4,60623,100853,41.8479309082031,-87.717529296875,Lot's O' Nuts,32.881893157959,-111.768035888672,1452.24113727315,1
US-2021-100860-CHO-SCR-58000,2021-03-26,5,91767,100860,34.081428527832,-117.738677978516,Lot's O' Nuts,32.881893157959,-111.768035888672,353.879782974025,1
US-2021-100867-CHO-FUD-51000,2021-10-19,6,90712,100867,33.8489990234375,-118.146766662598,Lot's O' Nuts,32.881893157959,-111.768035888672,374.059353683897,1
US-2021-100881-OTH-GUM-21000,2021-03-28,3,87105,100881,34.9951210021973,-106.68643951416,Secret Factory,41.4463348388672,-90.5654907226563,979.949606976116,1
US-2021-100895-CHO-FUD-51000,2021-06-02,2,30076,100895,34.0277709960938,-84.3172302246094,Lot's O' Nuts,32.881893157959,-111.768035888672,1579.78029907813,1
US-2021-100895-CHO-SCR-58000,2021-06-02,3,30076,100895,34.0277709960938,-84.3172302246094,Lot's O' Nuts,32.881893157959,-111.768035888672,1579.78029907813,1
US-2021-100895-CHO-TRI-54000,2021-06-02,2,30076,100895,34.0277709960938,-84.3172302246094,Wicked Choccy's,32.0761756896973,-81.0883712768555,230.53013543308,1
US-2021-100916-CHO-SCR-58000,2021-10-21,4,23602,100916,37.1151084899902,-76.5162506103516,Lot's O' Nuts,32.881893157959,-111.768035888672,2005.05172462938,1
US-2021-100972-CHO-TRI-54000,2021-11-19,3,84106,100972,40.7067794799805,-111.855712890625,Wicked Choccy's,32.0761756896973,-81.0883712768555,1801.27447752174,1
